dataset,method,n_genes,classifier,accuracy_mean,accuracy_std,time_selection
ascendens_baseline,FE4,20,SVM,0.4790476190476191,0.09426166119358949,0.0
ascendens_baseline,FE4,25,kNN-1,0.4523809523809524,0.03460171833254276,0.0
ascendens_baseline,FE4,25,kNN-3,0.4257142857142857,0.16664217507123355,0.0
ascendens_baseline,FE4,25,NaiveBayes,0.4247619047619048,0.06648956066936024,0.0
ascendens_baseline,FE4,25,DTree,0.49142857142857144,0.10004080800006625,0.0
ascendens_baseline,FE4,25,RF,0.4390476190476191,0.07489372667176189,0.0
ascendens_baseline,FE4,25,SVM,0.49333333333333335,0.09886429921798842,0.0
ascendens_baseline,FE4,30,kNN-1,0.4523809523809524,0.0726561185628977,0.0
ascendens_baseline,FE4,30,kNN-3,0.4371428571428571,0.08761904761904761,0.0
ascendens_baseline,FE4,30,NaiveBayes,0.41047619047619044,0.09176525310815926,0.0
ascendens_baseline,FE4,30,DTree,0.5638095238095238,0.14407732869536044,0.0
ascendens_baseline,FE4,30,RF,0.4514285714285714,0.14476190476190476,0.0
ascendens_baseline,FE4,30,SVM,0.48,0.09704944154557713,0.0
ascendens_baseline,MFM1,1,kNN-1,0.52,0.04521553322083511,0.0
ascendens_baseline,MFM1,1,kNN-3,0.5342857142857143,0.07981838796097893,0.0
ascendens_baseline,MFM1,1,NaiveBayes,0.5876190476190477,0.1085714285714286,0.0
ascendens_baseline,MFM1,1,DTree,0.52,0.04521553322083511,0.0
ascendens_baseline,MFM1,1,RF,0.52,0.04521553322083511,0.0
ascendens_baseline,MFM1,1,SVM,0.5714285714285714,0.15344864046569776,0.0
ascendens_baseline,MFM1,2,kNN-1,0.4666666666666666,0.1023975623292618,0.0
ascendens_baseline,MFM1,2,kNN-3,0.5295238095238095,0.22338155637359847,0.0
ascendens_baseline,MFM1,2,NaiveBayes,0.5990476190476189,0.12242448734644885,0.0
ascendens_baseline,MFM1,2,DTree,0.6295238095238095,0.05669667072814177,0.0
